Group Number,Date_Submittted,Analyte_(Lead),Result_Lead_(PPB),Analyte_(Copper),Result_Copper_(PPB),Address,City,Zip_Code,Site_Code,Service_Line_Material,Sample_Location
3,3/17/2016,Lead,0,Copper,100,PIERCE ST   ,FLINT,48503,FS1043,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,BRABYN ST   ,FLINT,48503,FS1068,Copper,
3,3/17/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1089,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,HOGARTH AVE   ,FLINT,48532,FS1104,Copper,
3,3/16/2016,Lead,0,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1127,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,60,AVENUE B   ,FLINT,48503,FS1128,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,CHALMERS ST   ,FLINT,48503,FS1129,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,E GENESEE ST  ,FLINT,48505,FS1171,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,HILLS ST   ,FLINT,48503,FS1173,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,W FOSS AVE  ,FLINT,48505,FS1202,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,110,MOUNTAIN AVE   ,FLINT,48503,FS1203,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,HURON ST   ,FLINT,48507,FS1210,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS1213,Copper,
3,3/16/2016,Lead,0,Copper,70,BRANDON ST   ,FLINT,48503,FS1214,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,LARCHMONT ST   ,FLINT,48503,FS1226,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1228,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,MONTCLAIR AVE   ,FLINT,48503,FS1229,Copper,
3,3/16/2016,Lead,0,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1256,Copper,
3,3/16/2016,Lead,0,Copper,80,BURROUGHS AVE   ,FLINT,48507,FS1261,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1263,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,W VAN WAGONER AVE ,FLINT,48505,FS1267,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,70,BRANDON ST   ,FLINT,48503,FS1314,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,W YORK AVE  ,FLINT,48505,FS1326,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,E YORK AVE  ,FLINT,48505,FS1330,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,KENNELWORTH AVE   ,FLINT,48503,FS1387,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,WINTHROP BLVD   ,FLINT,48505,FS1415,Copper,BATHROOM
3,3/17/2016,Lead,0,Copper,0,CHANDLER AVE   ,FLINT,48503,FS1418,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,150,M L KING AVE ,FLINT,48505,FS1419,Copper,
3,3/20/2016,Lead,0,Copper,0,HERRICK ST   ,FLINT,48532,FS1437,Copper,
3,3/20/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS1440,Copper,
3,3/16/2016,Lead,0,Copper,0,DURAND ST   ,FLINT,48503,FS1443,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1578,Copper,BATHROOM
3,3/20/2016,Lead,0,Copper,0,WALDMAN AVE   ,FLINT,48507,FS1591,Copper,KITCHEN
3,3/18/2016,Lead,0,Copper,0,HOLLY AVE   ,FLINT,48506,FS1601,Copper,BATHROOM
3,3/18/2016,Lead,0,Copper,120,E ALMA AVE  ,FLINT,48505,FS1604,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1627,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,HOGARTH AVE   ,FLINT,48532,FS1659,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS1666,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1668,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,50,CLAIRMONT ST   ,FLINT,48503,FS1671,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,70,CLINTON ST   ,FLINT,48507,FS1672,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CASSIUS ST   ,FLINT,48505,FS1690,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,130,PIERCE ST   ,FLINT,48503,FS1721,Copper,
3,3/17/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1726,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1743,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1749,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1756,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,NEW YORK AVE  ,FLINT,48506,FS1855,Copper,
3,3/16/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1891,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,LAFAYETTE ST   ,FLINT,48503,FS1897,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,70,ROBBIE LN   ,FLINT,48505,FS1917,Copper,
3,3/16/2016,Lead,0,Copper,0,BRANDON ST   ,FLINT,48503,FS1966,Copper,
3,3/16/2016,Lead,0,Copper,50,CHAMBERS ST   ,FLINT,48507,FS1971,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,110,CHANDLER AVE   ,FLINT,48503,FS1972,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,GRANDY ST   ,FLINT,48503,FS1975,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1976,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,E BISHOP AVE  ,FLINT,48505,FS1977,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,60,DALE AVE   ,FLINT,48506,FS1992,Copper,BATHROOM
3,3/20/2016,Lead,0,Copper,0,E GENESEE ST  ,FLINT,48505,FS2000,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,W GENESEE ST  ,FLINT,48504,FS2007,Copper,
3,3/16/2016,Lead,0,Copper,70,ALVORD AVE   ,FLINT,48507,FS2019,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,90,BROWNING AVE   ,FLINT,48507,FS2024,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,110,E RUSSELL AVE  ,FLINT,48505,FS2038,Copper,KITCHEN
3,3/18/2016,Lead,0,Copper,170,WINONA ST   ,FLINT,48504,FS2039,Copper,
3,3/16/2016,Lead,0,Copper,60,CLINTON ST   ,FLINT,48507,FS2042,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2047,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2047,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CALUMET ST   ,FLINT,48503,FS2054,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,50,CLINTON ST   ,FLINT,48507,FS2055,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,E BAKER ST  ,FLINT,48505,FS2059,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CHALMERS ST   ,FLINT,48503,FS2077,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,120,DALE AVE   ,FLINT,48506,FS2089,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS2123,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,50,E ALMA AVE  ,FLINT,48505,FS2128,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2134,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,W SIXTH ST  ,FLINT,48503,FS2193,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,80,MOUNTAIN AVE   ,FLINT,48503,FS2196,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2197,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,E YORK AVE  ,FLINT,48505,FS2198,Copper,
3,3/16/2016,Lead,0,Copper,150,LAFAYETTE ST   ,FLINT,48503,FS2222,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,E CARPENTER RD  ,FLINT,48505,FS2224,Copper,
3,3/17/2016,Lead,0,Copper,80,MOUNTAIN AVE   ,FLINT,48503,FS2226,Copper,
3,3/16/2016,Lead,0,Copper,70,BRANDON ST   ,FLINT,48503,FS2234,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,190,FRANK ST   ,FLINT,48504,FS2245,Copper,BATHROOM UPSTAIRS
3,3/16/2016,Lead,0,Copper,130,PIERCE ST   ,FLINT,48503,FS2262,Copper,
3,3/16/2016,Lead,0,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS2275,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,HOGARTH AVE   ,FLINT,48532,FS2328,Copper,
3,3/16/2016,Lead,0,Copper,0,ALLENDALE PL   ,FLINT,48503,FS2340,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,90,CHANDLER AVE   ,FLINT,48503,FS2344,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2345,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2351,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,90,ALLENDALE PL   ,FLINT,48503,FS2354,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,60,NEW YORK AVE  ,FLINT,48506,FS2355,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,90,HOGARTH AVE   ,FLINT,48532,FS2362,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,HERRICK ST   ,FLINT,48532,FS2383,Copper,KITCHEN
3,3/15/2016,Lead,0,Copper,0,E MC CLELLAN ST ,FLINT,48505,FS2411,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,60,CALUMET ST   ,FLINT,48503,FS2454,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,130,BROWNING AVE   ,FLINT,48507,FS2455,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS2514,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,70,LAFAYETTE ST   ,FLINT,48503,FS2566,Copper,
3,3/16/2016,Lead,0,Copper,0,E MOORE ST  ,FLINT,48505,FS2573,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,50,MARVIN ST   ,FLINT,48505,FS2574,Copper,BATHROOM
3,3/16/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS2608,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,60,SHERWOOD DR   ,FLINT,48503,FS2611,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,0,CAMPBELL ST   ,FLINT,48507,FS2616,Copper,KITCHEN
3,3/20/2016,Lead,0,Copper,0,E RUTH AVE  ,FLINT,48505,FS2655,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,60,VALLEY LN   ,FLINT,48503,FS2658,Copper,KITCHEN
3,3/16/2016,Lead,0,Copper,60,DALE AVE   ,FLINT,48506,FS2714,Copper,
3,3/16/2016,Lead,0,Copper,60,CRAWFORD ST   ,FLINT,48507,FS2715,Copper,KITCHEN
3,3/17/2016,Lead,0,Copper,70,NEBRASKA AVE   ,FLINT,48506,FS2738,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,80,E RUSSELL AVE  ,FLINT,48505,FS0004,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,E HOME AVE  ,FLINT,48505,FS0007,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,W ELDRIDGE AVE  ,FLINT,48505,FS0028,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,RISEDORPH AVE   ,FLINT,48506,FS0056,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,180,ANN ARBOR ST  ,FLINT,48503,FS0111,Copper,
3,3/16/2016,Lead,1,Copper,0,PARKBELT DR   ,FLINT,48505,FS0136,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,SALLY CT   ,FLINT,48505,FS0138,Copper,KITCHEN
3,3/20/2016,Lead,1,Copper,0,CLINTON ST   ,FLINT,48507,FS0234,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,WOODCROFT AVE   ,FLINT,48503,FS0266,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,WOODCROFT AVE   ,FLINT,48503,FS0267,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,IDA AVE   ,FLINT,48503,FS0269,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0293,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0298,Copper,
3,3/16/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0303,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS0313,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,ILLINOIS AVE   ,FLINT,48506,FS0349,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,RASKOB ST   ,FLINT,48504,FS0364,Copper,KITCHEN
3,3/17/2016,Lead,1,Copper,170,COPEMAN BLVD   ,FLINT,48504,FS0426,Copper,KITCHEN
3,3/20/2016,Lead,1,Copper,0,BARTH ST   ,FLINT,48504,FS0604,Copper,KITCHEN
3,3/17/2016,Lead,1,Copper,0,WELCH BLVD   ,FLINT,48504,FS0632,Copper,BATHROOM
3,3/17/2016,Lead,1,Copper,180,HELBER ST   ,FLINT,48504,FS0710,Copper,KITCHEN WITH FILTER
3,3/16/2016,Lead,1,Copper,90,E YORK AVE  ,FLINT,48505,FS1004,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,80,ARLENE AVE   ,FLINT,48532,FS1079,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,E MOORE ST  ,FLINT,48505,FS1088,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,60,BRANDON ST   ,FLINT,48503,FS1142,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,70,CEDAR ST APT 1 ,FLINT,48503,FS1144,Copper,KITCHEN
3,3/17/2016,Lead,1,Copper,60,GREENBRIAR LN   ,FLINT,48507,FS1305,Copper,KITCHEN WITHOUT FILTER
3,3/16/2016,Lead,1,Copper,70,S FRANKLIN AVE  ,FLINT,48503,FS1417,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1638,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,80,BROWNING AVE   ,FLINT,48507,FS1698,Copper,
3,3/16/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1728,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,CLINTON ST   ,FLINT,48507,FS1899,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,HURON ST   ,FLINT,48507,FS1968,Copper,
3,3/16/2016,Lead,1,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1978,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,E SECOND ST  ,FLINT,48503,FS2011,Copper,
3,3/16/2016,Lead,1,Copper,60,HOGARTH AVE   ,FLINT,48532,FS2018,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,E ALMA AVE  ,FLINT,48505,FS2133,Copper,
3,3/16/2016,Lead,1,Copper,0,HILLS ST   ,FLINT,48503,FS2199,Copper,BATHROOM
3,3/16/2016,Lead,1,Copper,0,PIERCE ST   ,FLINT,48503,FS2246,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,70,PIERCE ST   ,FLINT,48503,FS2265,Copper,KITCHEN
3,3/20/2016,Lead,1,Copper,50,LINWOOD AVE   ,FLINT,48503,FS2324,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,0,CHICAGO BLVD   ,FLINT,48503,FS2363,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,110,HERRICK ST   ,FLINT,48532,FS2511,Copper,KITCHEN
3,3/16/2016,Lead,1,Copper,240,E SECOND ST  ,FLINT,48503,FS2688,Copper,KITCHEN
3,3/17/2016,Lead,1,Copper,150,CRESTBROOK LN   ,FLINT,48507,FS5000,Copper,
3,3/18/2016,Lead,2,Copper,0,PROCTOR AVE   ,FLINT,48504,FS0034,Copper,KITCHEN WIHTOUT FILTER
3,3/17/2016,Lead,2,Copper,200,FOREST HILL AVE  ,FLINT,48504,FS0035,Copper,BATHROOM
3,3/16/2016,Lead,2,Copper,0,CHURCHILL AVE   ,FLINT,48506,FS0054,Copper,
3,3/16/2016,Lead,2,Copper,0,THOMAS ST   ,FLINT,48504,FS0096,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,80,CARTIER ST   ,FLINT,48504,FS0107,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,JANICE DR   ,FLINT,48504,FS0137,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,50,ORANGE LN   ,FLINT,48505,FS0139,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,130,KENNELWORTH AVE   ,FLINT,48503,FS0171,Copper,KITCHEN
3,3/20/2016,Lead,2,Copper,50,GLOUCESTER ST   ,FLINT,48503,FS0173,Copper,BATHROOM
3,3/16/2016,Lead,2,Copper,70,SWAYZE ST   ,FLINT,48503,FS0188,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,80,CLAIRMONT ST   ,FLINT,48503,FS0196,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,BROWN ST   ,FLINT,48503,FS0259,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS0282,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,E COURT ST  ,FLINT,48503,FS0289,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,90,MOUNTAIN AVE   ,FLINT,48503,FS0294,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,E COURT ST  ,FLINT,48503,FS0304,Copper,
3,3/16/2016,Lead,2,Copper,50,EDMUND ST   ,FLINT,48505,FS0317,Copper,KITCHEN
3,3/17/2016,Lead,2,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0343,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,SLOAN ST   ,FLINT,48504,FS0360,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,MASON ST   ,FLINT,48503,FS0381,Copper,BATHROOM
3,3/16/2016,Lead,2,Copper,160,N BALLENGER HWY  ,FLINT,48504,FS0421,Copper,
3,3/16/2016,Lead,2,Copper,190,FERNDALE PL   ,FLINT,48503,FS0545,Copper,KITCHEN
3,3/18/2016,Lead,2,Copper,60,WINONA ST   ,FLINT,48504,FS0583,Copper,
3,3/16/2016,Lead,2,Copper,110,SENECA ST   ,FLINT,48504,FS0617,Copper,BATHROOM (2)
3,3/17/2016,Lead,2,Copper,0,SENECA ST   ,FLINT,48504,FS0618,Copper,
3,3/16/2016,Lead,2,Copper,60,WESTCOMBE AVE   ,FLINT,48503,FS0620,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,BRENTWOOD DR   ,FLINT,48503,FS0670,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0682,Copper,
3,3/20/2016,Lead,2,Copper,140,MALLERY ST   ,FLINT,48504,FS0861,Copper,BATHROOM
3,3/16/2016,Lead,2,Copper,0,MALLERY ST   ,FLINT,48504,FS0983,Copper,KITCHEN
3,3/17/2016,Lead,2,Copper,100,TENNYSON AVE   ,FLINT,48507,FS1047,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,100,CLAIRMONT ST   ,FLINT,48503,FS1125,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS1167,Copper,BATHROOM
3,3/17/2016,Lead,2,Copper,0,PETTIBONE AVE   ,FLINT,48507,FS1291,Copper,BATHROOM
3,3/17/2016,Lead,2,Copper,90,HOLLY AVE   ,FLINT,48506,FS1327,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,W SIXTH ST  ,FLINT,48503,FS1333,Copper,
3,3/17/2016,Lead,2,Copper,90,HOGARTH AVE   ,FLINT,48532,FS1541,Copper,BATHROOM WITHOUT FILTER
3,3/16/2016,Lead,2,Copper,0,WALDMAN AVE   ,FLINT,48507,FS1573,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,E BAKER ST  ,FLINT,48505,FS1597,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,COLLINGWOOD PKWY   ,FLINT,48503,FS1606,Copper,BATHROOM
3,3/16/2016,Lead,2,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1633,Copper,
3,3/16/2016,Lead,2,Copper,0,KENSINGTON AVE   ,FLINT,48503,FS1771,Copper,BATHROOM
3,3/19/2016,Lead,2,Copper,0,LINCOLN AVE   ,FLINT,48507,FS1821,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,110,ARLENE AVE   ,FLINT,48532,FS1851,Copper,
3,3/16/2016,Lead,2,Copper,100,NOLEN DR   ,FLINT,48504,FS1881,Copper,
3,3/16/2016,Lead,2,Copper,0,FOREST HILL AVE  ,FLINT,48504,FS1892,Copper,KITCHEN
3,3/17/2016,Lead,2,Copper,70,WINDEMERE AVE   ,FLINT,48503,FS1995,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,CLINTON ST   ,FLINT,48507,FS1998,Copper,
3,3/16/2016,Lead,2,Copper,0,E COURT ST  ,FLINT,48503,FS2126,Copper,KITCHEN
3,3/24/2016,Lead,2,Copper,0,WOODROW AVE   ,FLINT,48506,FS2233,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,E JACKSON AVE  ,FLINT,48505,FS2284,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,70,HOLLY AVE   ,FLINT,48506,FS2346,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,200,ARLENE AVE   ,FLINT,48532,FS2364,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,WHITNEY AVE   ,FLINT,48532,FS2375,Copper,
3,3/20/2016,Lead,2,Copper,50,E RUTH AVE  ,FLINT,48505,FS2655,Copper,KITCHEN
3,3/16/2016,Lead,2,Copper,0,RASKOB ST   ,FLINT,48504,FS2717,Copper,KITCHEN
3,3/22/2016,Lead,3,Copper,0,CHURCHILL AVE   ,FLINT,48506,FS0054,Copper,BATHROOM
3,3/16/2016,Lead,3,Copper,100,SALISHAN CIR   ,FLINT,48506,FS0063,Copper,KITCHEN
3,3/18/2016,Lead,3,Copper,120,DICKINSON ST   ,FLINT,48504,FS0091,Copper,
3,3/16/2016,Lead,3,Copper,0,MAJOR ST   ,FLINT,48507,FS0241,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,140,E COURT ST  ,FLINT,48503,FS0306,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,E RUTH AVE  ,FLINT,48505,FS0314,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0328,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,MISSOURI AVE   ,FLINT,48506,FS0350,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,MACKIN RD   ,FLINT,48504,FS0357,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,COVENTRY CT   ,FLINT,48503,FS0372,Copper,BATHROOM
3,3/20/2016,Lead,3,Copper,0,CADILLAC ST   ,FLINT,48504,FS0397,Copper,BATHROOM
3,3/16/2016,Lead,3,Copper,0,MACKIN RD   ,FLINT,48503,FS0398,Copper,KITCHEN
3,3/17/2016,Lead,3,Copper,60,WINONA ST   ,FLINT,48504,FS0416,Copper,
3,3/17/2016,Lead,3,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0538,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,WINONA ST   ,FLINT,48504,FS0566,Copper,
3,3/17/2016,Lead,3,Copper,80,WELCH BLVD   ,FLINT,48504,FS0656,Copper,BATHROOM
3,3/18/2016,Lead,3,Copper,60,HELBER ST   ,FLINT,48504,FS0713,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,60,NOLEN DR   ,FLINT,48504,FS0895,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,CEDAR ST APT 1 ,FLINT,48503,FS1144,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,BRANDON ST   ,FLINT,48503,FS1205,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,1030,ARLENE AVE   ,FLINT,48532,FS1586,Copper,BATHROOM
3,3/16/2016,Lead,3,Copper,0,NORWOOD DR   ,FLINT,48503,FS1701,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,E HOBSON AVE  ,FLINT,48505,FS2032,Copper,BATHROOM
3,3/16/2016,Lead,3,Copper,60,SOUTH DR   ,FLINT,48503,FS2033,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,CLINTON ST   ,FLINT,48507,FS2079,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,E WELLINGTON AVE  ,FLINT,48503,FS2120,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,0,STARKWEATHER ST   ,FLINT,48506,FS2127,Copper,
3,3/18/2016,Lead,3,Copper,70,W ALMA AVE  ,FLINT,48505,FS2195,Copper,
3,3/16/2016,Lead,3,Copper,180,LAFAYETTE ST   ,FLINT,48503,FS2566,Copper,
3,3/16/2016,Lead,3,Copper,100,BROWNING AVE   ,FLINT,48507,FS2622,Copper,KITCHEN
3,3/16/2016,Lead,3,Copper,120,FERNDALE PL   ,FLINT,48503,FS5001,Copper,KITCHEN
3,3/16/2016,Lead,4,Copper,0,MAXINE ST   ,FLINT,48503,FS0281,Copper,KITCHEN
3,3/20/2016,Lead,4,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0285,Copper,KITCHEN
3,3/16/2016,Lead,4,Copper,0,S VERNON AVE  ,FLINT,48503,FS0290,Copper,
3,3/16/2016,Lead,4,Copper,0,E COURT ST  ,FLINT,48503,FS0302,Copper,KITCHEN
3,3/18/2016,Lead,4,Copper,0,WYOMING AVE   ,FLINT,48506,FS0326,Copper,
3,3/16/2016,Lead,4,Copper,230,WISCONSIN AVE   ,FLINT,48506,FS0347,Copper,
3,3/16/2016,Lead,4,Copper,50,CHURCH ST   ,FLINT,48502,FS0389,Copper,BATHROOM
3,3/18/2016,Lead,4,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0418,Copper,KITCHEN
3,3/16/2016,Lead,4,Copper,80,N BALLENGER HWY  ,FLINT,48504,FS0543,Copper,KITCHEN
